,N,L,N',L',S,J,T,MT,E
100878,75,0,90,0,1,1,0,0,0.0
100883,75,0,91,0,1,1,0,0,0.0
100888,75,0,92,0,1,1,0,0,0.0
100893,75,0,93,0,1,1,0,0,0.0
100898,75,0,94,0,1,1,0,0,0.0
100903,75,0,95,0,1,1,0,0,0.0
100908,75,0,96,0,1,1,0,0,0.0
100913,75,0,97,0,1,1,0,0,0.0
100918,75,0,98,0,1,1,0,0,0.0
100923,75,0,99,0,1,1,0,0,0.0
100928,75,0,100,0,1,1,0,0,0.0
101349,76,0,76,0,1,1,0,0,921.0
101354,76,0,77,0,1,1,0,0,463.4975728092
101359,76,0,78,0,1,1,0,0,0.0
101364,76,0,79,0,1,1,0,0,0.0
101369,76,0,80,0,1,1,0,0,0.0
101374,76,0,81,0,1,1,0,0,0.0
101379,76,0,82,0,1,1,0,0,0.0
101384,76,0,83,0,1,1,0,0,0.0
101389,76,0,84,0,1,1,0,0,0.0
101394,76,0,85,0,1,1,0,0,0.0
101399,76,0,86,0,1,1,0,0,0.0
101404,76,0,87,0,1,1,0,0,0.0
101409,76,0,88,0,1,1,0,0,0.0
101414,76,0,89,0,1,1,0,0,0.0
101419,76,0,90,0,1,1,0,0,0.0
101424,76,0,91,0,1,1,0,0,0.0
101429,76,0,92,0,1,1,0,0,0.0
101434,76,0,93,0,1,1,0,0,0.0
101439,76,0,94,0,1,1,0,0,0.0
101444,76,0,95,0,1,1,0,0,0.0
101449,76,0,96,0,1,1,0,0,0.0
101454,76,0,97,0,1,1,0,0,0.0
101459,76,0,98,0,1,1,0,0,0.0
101464,76,0,99,0,1,1,0,0,0.0
101469,76,0,100,0,1,1,0,0,0.0
101874,77,0,77,0,1,1,0,0,933.0
101879,77,0,78,0,1,1,0,0,469.4976038278
101884,77,0,79,0,1,1,0,0,0.0
101889,77,0,80,0,1,1,0,0,0.0
101894,77,0,81,0,1,1,0,0,0.0
101899,77,0,82,0,1,1,0,0,0.0
101904,77,0,83,0,1,1,0,0,0.0
101909,77,0,84,0,1,1,0,0,0.0
101914,77,0,85,0,1,1,0,0,0.0
101919,77,0,86,0,1,1,0,0,0.0
101924,77,0,87,0,1,1,0,0,0.0
101929,77,0,88,0,1,1,0,0,0.0
101934,77,0,89,0,1,1,0,0,0.0
101939,77,0,90,0,1,1,0,0,0.0
101944,77,0,91,0,1,1,0,0,0.0
101949,77,0,92,0,1,1,0,0,0.0
101954,77,0,93,0,1,1,0,0,0.0
101959,77,0,94,0,1,1,0,0,0.0
101964,77,0,95,0,1,1,0,0,0.0
101969,77,0,96,0,1,1,0,0,0.0
101974,77,0,97,0,1,1,0,0,0.0
101979,77,0,98,0,1,1,0,0,0.0
101984,77,0,99,0,1,1,0,0,0.0
101989,77,0,100,0,1,1,0,0,0.0
102378,78,0,78,0,1,1,0,0,945.0
102383,78,0,79,0,1,1,0,0,475.4976340635
102388,78,0,80,0,1,1,0,0,0.0
102393,78,0,81,0,1,1,0,0,0.0
102398,78,0,82,0,1,1,0,0,0.0
102403,78,0,83,0,1,1,0,0,0.0
102408,78,0,84,0,1,1,0,0,0.0
102413,78,0,85,0,1,1,0,0,0.0
102418,78,0,86,0,1,1,0,0,0.0
102423,78,0,87,0,1,1,0,0,0.0
102428,78,0,88,0,1,1,0,0,0.0
102433,78,0,89,0,1,1,0,0,0.0
102438,78,0,90,0,1,1,0,0,0.0
102443,78,0,91,0,1,1,0,0,0.0
102448,78,0,92,0,1,1,0,0,0.0
102453,78,0,93,0,1,1,0,0,0.0
102458,78,0,94,0,1,1,0,0,0.0
102463,78,0,95,0,1,1,0,0,0.0
102468,78,0,96,0,1,1,0,0,0.0
102473,78,0,97,0,1,1,0,0,0.0
102478,78,0,98,0,1,1,0,0,0.0
102483,78,0,99,0,1,1,0,0,0.0
102488,78,0,100,0,1,1,0,0,0.0
102861,79,0,79,0,1,1,0,0,957.0
102866,79,0,80,0,1,1,0,0,481.4976635457
102871,79,0,81,0,1,1,0,0,0.0
102876,79,0,82,0,1,1,0,0,0.0
102881,79,0,83,0,1,1,0,0,0.0
102886,79,0,84,0,1,1,0,0,0.0
102891,79,0,85,0,1,1,0,0,0.0
102896,79,0,86,0,1,1,0,0,0.0
102901,79,0,87,0,1,1,0,0,0.0
102906,79,0,88,0,1,1,0,0,0.0
102911,79,0,89,0,1,1,0,0,0.0
102916,79,0,90,0,1,1,0,0,0.0
102921,79,0,91,0,1,1,0,0,0.0
102926,79,0,92,0,1,1,0,0,0.0
102931,79,0,93,0,1,1,0,0,0.0
102936,79,0,94,0,1,1,0,0,0.0
102941,79,0,95,0,1,1,0,0,0.0
102946,79,0,96,0,1,1,0,0,0.0
102951,79,0,97,0,1,1,0,0,0.0
102956,79,0,98,0,1,1,0,0,0.0
102961,79,0,99,0,1,1,0,0,0.0
102966,79,0,100,0,1,1,0,0,0.0
103323,80,0,80,0,1,1,0,0,969.0
103328,80,0,81,0,1,1,0,0,487.4976923022
103333,80,0,82,0,1,1,0,0,0.0
103338,80,0,83,0,1,1,0,0,0.0
103343,80,0,84,0,1,1,0,0,0.0
103348,80,0,85,0,1,1,0,0,0.0
103353,80,0,86,0,1,1,0,0,0.0
103358,80,0,87,0,1,1,0,0,0.0
103363,80,0,88,0,1,1,0,0,0.0
103368,80,0,89,0,1,1,0,0,0.0
103373,80,0,90,0,1,1,0,0,0.0
103378,80,0,91,0,1,1,0,0,0.0
103383,80,0,92,0,1,1,0,0,0.0
103388,80,0,93,0,1,1,0,0,0.0
103393,80,0,94,0,1,1,0,0,0.0
103398,80,0,95,0,1,1,0,0,0.0
103403,80,0,96,0,1,1,0,0,0.0
103408,80,0,97,0,1,1,0,0,0.0
103413,80,0,98,0,1,1,0,0,0.0
103418,80,0,99,0,1,1,0,0,0.0
103423,80,0,100,0,1,1,0,0,0.0
103764,81,0,81,0,1,1,0,0,981.0
103769,81,0,82,0,1,1,0,0,493.4977203595
103774,81,0,83,0,1,1,0,0,0.0
103779,81,0,84,0,1,1,0,0,0.0
103784,81,0,85,0,1,1,0,0,0.0
103789,81,0,86,0,1,1,0,0,0.0
103794,81,0,87,0,1,1,0,0,0.0
103799,81,0,88,0,1,1,0,0,0.0
103804,81,0,89,0,1,1,0,0,0.0
103809,81,0,90,0,1,1,0,0,0.0
103814,81,0,91,0,1,1,0,0,0.0
103819,81,0,92,0,1,1,0,0,0.0
103824,81,0,93,0,1,1,0,0,0.0
103829,81,0,94,0,1,1,0,0,0.0
103834,81,0,95,0,1,1,0,0,0.0
103839,81,0,96,0,1,1,0,0,0.0
103844,81,0,97,0,1,1,0,0,0.0
103849,81,0,98,0,1,1,0,0,0.0
103854,81,0,99,0,1,1,0,0,0.0
103859,81,0,100,0,1,1,0,0,0.0
104184,82,0,82,0,1,1,0,0,993.0
104189,82,0,83,0,1,1,0,0,499.4977477427
104194,82,0,84,0,1,1,0,0,0.0
104199,82,0,85,0,1,1,0,0,0.0
104204,82,0,86,0,1,1,0,0,0.0
104209,82,0,87,0,1,1,0,0,0.0
104214,82,0,88,0,1,1,0,0,0.0
104219,82,0,89,0,1,1,0,0,0.0
104224,82,0,90,0,1,1,0,0,0.0
104229,82,0,91,0,1,1,0,0,0.0
104234,82,0,92,0,1,1,0,0,0.0
104239,82,0,93,0,1,1,0,0,0.0
104244,82,0,94,0,1,1,0,0,0.0
104249,82,0,95,0,1,1,0,0,0.0
104254,82,0,96,0,1,1,0,0,0.0
104259,82,0,97,0,1,1,0,0,0.0
104264,82,0,98,0,1,1,0,0,0.0
104269,82,0,99,0,1,1,0,0,0.0
104274,82,0,100,0,1,1,0,0,0.0
104583,83,0,83,0,1,1,0,0,1005.0
104588,83,0,84,0,1,1,0,0,505.4977744758
104593,83,0,85,0,1,1,0,0,0.0
104598,83,0,86,0,1,1,0,0,0.0
104603,83,0,87,0,1,1,0,0,0.0
104608,83,0,88,0,1,1,0,0,0.0
104613,83,0,89,0,1,1,0,0,0.0
104618,83,0,90,0,1,1,0,0,0.0
104623,83,0,91,0,1,1,0,0,0.0
104628,83,0,92,0,1,1,0,0,0.0
104633,83,0,93,0,1,1,0,0,0.0
104638,83,0,94,0,1,1,0,0,0.0
104643,83,0,95,0,1,1,0,0,0.0
104648,83,0,96,0,1,1,0,0,0.0
104653,83,0,97,0,1,1,0,0,0.0
104658,83,0,98,0,1,1,0,0,0.0
104663,83,0,99,0,1,1,0,0,0.0
104668,83,0,100,0,1,1,0,0,0.0
104961,84,0,84,0,1,1,0,0,1017.0
104966,84,0,85,0,1,1,0,0,511.4978005818
104971,84,0,86,0,1,1,0,0,0.0
104976,84,0,87,0,1,1,0,0,0.0
104981,84,0,88,0,1,1,0,0,0.0
104986,84,0,89,0,1,1,0,0,0.0
104991,84,0,90,0,1,1,0,0,0.0
104996,84,0,91,0,1,1,0,0,0.0
105001,84,0,92,0,1,1,0,0,0.0
105006,84,0,93,0,1,1,0,0,0.0
105011,84,0,94,0,1,1,0,0,0.0
105016,84,0,95,0,1,1,0,0,0.0
105021,84,0,96,0,1,1,0,0,0.0
105026,84,0,97,0,1,1,0,0,0.0
105031,84,0,98,0,1,1,0,0,0.0
105036,84,0,99,0,1,1,0,0,0.0
105041,84,0,100,0,1,1,0,0,0.0
105318,85,0,85,0,1,1,0,0,1029.0
105323,85,0,86,0,1,1,0,0,517.4978260824
105328,85,0,87,0,1,1,0,0,0.0
105333,85,0,88,0,1,1,0,0,0.0
105338,85,0,89,0,1,1,0,0,0.0
105343,85,0,90,0,1,1,0,0,0.0
105348,85,0,91,0,1,1,0,0,0.0
105353,85,0,92,0,1,1,0,0,0.0
105358,85,0,93,0,1,1,0,0,0.0
105363,85,0,94,0,1,1,0,0,0.0
105368,85,0,95,0,1,1,0,0,0.0
105373,85,0,96,0,1,1,0,0,0.0
105378,85,0,97,0,1,1,0,0,0.0
105383,85,0,98,0,1,1,0,0,0.0
105388,85,0,99,0,1,1,0,0,0.0
105393,85,0,100,0,1,1,0,0,0.0
105654,86,0,86,0,1,1,0,0,1041.0
105659,86,0,87,0,1,1,0,0,523.4978509985
105664,86,0,88,0,1,1,0,0,0.0
105669,86,0,89,0,1,1,0,0,0.0
105674,86,0,90,0,1,1,0,0,0.0
105679,86,0,91,0,1,1,0,0,0.0
105684,86,0,92,0,1,1,0,0,0.0
105689,86,0,93,0,1,1,0,0,0.0
105694,86,0,94,0,1,1,0,0,0.0
105699,86,0,95,0,1,1,0,0,0.0
105704,86,0,96,0,1,1,0,0,0.0
105709,86,0,97,0,1,1,0,0,0.0
105714,86,0,98,0,1,1,0,0,0.0
105719,86,0,99,0,1,1,0,0,0.0
105724,86,0,100,0,1,1,0,0,0.0
105969,87,0,87,0,1,1,0,0,1053.0
105974,87,0,88,0,1,1,0,0,529.4978753498
105979,87,0,89,0,1,1,0,0,0.0
105984,87,0,90,0,1,1,0,0,0.0
105989,87,0,91,0,1,1,0,0,0.0
105994,87,0,92,0,1,1,0,0,0.0
105999,87,0,93,0,1,1,0,0,0.0
106004,87,0,94,0,1,1,0,0,0.0
106009,87,0,95,0,1,1,0,0,0.0
106014,87,0,96,0,1,1,0,0,0.0
106019,87,0,97,0,1,1,0,0,0.0
106024,87,0,98,0,1,1,0,0,0.0
106029,87,0,99,0,1,1,0,0,0.0
106034,87,0,100,0,1,1,0,0,0.0
106263,88,0,88,0,1,1,0,0,1065.0
106268,88,0,89,0,1,1,0,0,535.4978991555
106273,88,0,90,0,1,1,0,0,0.0
106278,88,0,91,0,1,1,0,0,0.0
106283,88,0,92,0,1,1,0,0,0.0
106288,88,0,93,0,1,1,0,0,0.0
106293,88,0,94,0,1,1,0,0,0.0
106298,88,0,95,0,1,1,0,0,0.0
106303,88,0,96,0,1,1,0,0,0.0
106308,88,0,97,0,1,1,0,0,0.0
106313,88,0,98,0,1,1,0,0,0.0
106318,88,0,99,0,1,1,0,0,0.0
106323,88,0,100,0,1,1,0,0,0.0
106536,89,0,89,0,1,1,0,0,1077.0
106541,89,0,90,0,1,1,0,0,541.4979224337
106546,89,0,91,0,1,1,0,0,0.0
106551,89,0,92,0,1,1,0,0,0.0
106556,89,0,93,0,1,1,0,0,0.0
106561,89,0,94,0,1,1,0,0,0.0
106566,89,0,95,0,1,1,0,0,0.0
106571,89,0,96,0,1,1,0,0,0.0
106576,89,0,97,0,1,1,0,0,0.0
106581,89,0,98,0,1,1,0,0,0.0
106586,89,0,99,0,1,1,0,0,0.0
106591,89,0,100,0,1,1,0,0,0.0
106788,90,0,90,0,1,1,0,0,1089.0
106793,90,0,91,0,1,1,0,0,547.4979452016
106798,90,0,92,0,1,1,0,0,0.0
106803,90,0,93,0,1,1,0,0,0.0
106808,90,0,94,0,1,1,0,0,0.0
106813,90,0,95,0,1,1,0,0,0.0
106818,90,0,96,0,1,1,0,0,0.0
106823,90,0,97,0,1,1,0,0,0.0
106828,90,0,98,0,1,1,0,0,0.0
106833,90,0,99,0,1,1,0,0,0.0
106838,90,0,100,0,1,1,0,0,0.0
107019,91,0,91,0,1,1,0,0,1101.0
107024,91,0,92,0,1,1,0,0,553.4979674759
107029,91,0,93,0,1,1,0,0,0.0
107034,91,0,94,0,1,1,0,0,0.0
107039,91,0,95,0,1,1,0,0,0.0
107044,91,0,96,0,1,1,0,0,0.0
107049,91,0,97,0,1,1,0,0,0.0
107054,91,0,98,0,1,1,0,0,0.0
107059,91,0,99,0,1,1,0,0,0.0
107064,91,0,100,0,1,1,0,0,0.0
107229,92,0,92,0,1,1,0,0,1113.0
107234,92,0,93,0,1,1,0,0,559.4979892725
107239,92,0,94,0,1,1,0,0,0.0
107244,92,0,95,0,1,1,0,0,0.0
107249,92,0,96,0,1,1,0,0,0.0
107254,92,0,97,0,1,1,0,0,0.0
107259,92,0,98,0,1,1,0,0,0.0
107264,92,0,99,0,1,1,0,0,0.0
107269,92,0,100,0,1,1,0,0,0.0
107418,93,0,93,0,1,1,0,0,1125.0
107423,93,0,94,0,1,1,0,0,565.4980106066
107428,93,0,95,0,1,1,0,0,0.0
107433,93,0,96,0,1,1,0,0,0.0
107438,93,0,97,0,1,1,0,0,0.0
107443,93,0,98,0,1,1,0,0,0.0
107448,93,0,99,0,1,1,0,0,0.0
107453,93,0,100,0,1,1,0,0,0.0
107586,94,0,94,0,1,1,0,0,1137.0
107591,94,0,95,0,1,1,0,0,571.4980314927
107596,94,0,96,0,1,1,0,0,0.0
107601,94,0,97,0,1,1,0,0,0.0
107606,94,0,98,0,1,1,0,0,0.0
107611,94,0,99,0,1,1,0,0,0.0
107616,94,0,100,0,1,1,0,0,0.0
107733,95,0,95,0,1,1,0,0,1149.0
107738,95,0,96,0,1,1,0,0,577.4980519448
107743,95,0,97,0,1,1,0,0,0.0
107748,95,0,98,0,1,1,0,0,0.0
107753,95,0,99,0,1,1,0,0,0.0
107758,95,0,100,0,1,1,0,0,0.0
107859,96,0,96,0,1,1,0,0,1161.0
107864,96,0,97,0,1,1,0,0,583.4980719762
107869,96,0,98,0,1,1,0,0,0.0
107874,96,0,99,0,1,1,0,0,0.0
107879,96,0,100,0,1,1,0,0,0.0
107964,97,0,97,0,1,1,0,0,1173.0
107969,97,0,98,0,1,1,0,0,589.4980916
107974,97,0,99,0,1,1,0,0,0.0
107979,97,0,100,0,1,1,0,0,0.0
108048,98,0,98,0,1,1,0,0,1185.0
108053,98,0,99,0,1,1,0,0,595.4981108282
108058,98,0,100,0,1,1,0,0,0.0
108111,99,0,99,0,1,1,0,0,1197.0
108116,99,0,100,0,1,1,0,0,601.4981296729
108153,100,0,100,0,1,1,0,0,1209.0
4,0,0,0,2,1,1,0,0,0.0
9,0,0,1,2,1,1,0,0,0.0
14,0,0,2,2,1,1,0,0,0.0
19,0,0,3,2,1,1,0,0,0.0
24,0,0,4,2,1,1,0,0,0.0
29,0,0,5,2,1,1,0,0,0.0
34,0,0,6,2,1,1,0,0,0.0
39,0,0,7,2,1,1,0,0,0.0
44,0,0,8,2,1,1,0,0,0.0
49,0,0,9,2,1,1,0,0,0.0
54,0,0,10,2,1,1,0,0,0.0
59,0,0,11,2,1,1,0,0,0.0
64,0,0,12,2,1,1,0,0,0.0
69,0,0,13,2,1,1,0,0,0.0
74,0,0,14,2,1,1,0,0,0.0
79,0,0,15,2,1,1,0,0,0.0
84,0,0,16,2,1,1,0,0,0.0
89,0,0,17,2,1,1,0,0,0.0
94,0,0,18,2,1,1,0,0,0.0
99,0,0,19,2,1,1,0,0,0.0
104,0,0,20,2,1,1,0,0,0.0
109,0,0,21,2,1,1,0,0,0.0
114,0,0,22,2,1,1,0,0,0.0
119,0,0,23,2,1,1,0,0,0.0
124,0,0,24,2,1,1,0,0,0.0
129,0,0,25,2,1,1,0,0,0.0
134,0,0,26,2,1,1,0,0,0.0
139,0,0,27,2,1,1,0,0,0.0
144,0,0,28,2,1,1,0,0,0.0
149,0,0,29,2,1,1,0,0,0.0
154,0,0,30,2,1,1,0,0,0.0
159,0,0,31,2,1,1,0,0,0.0
164,0,0,32,2,1,1,0,0,0.0
169,0,0,33,2,1,1,0,0,0.0
174,0,0,34,2,1,1,0,0,0.0
179,0,0,35,2,1,1,0,0,0.0
184,0,0,36,2,1,1,0,0,0.0
189,0,0,37,2,1,1,0,0,0.0
194,0,0,38,2,1,1,0,0,0.0
199,0,0,39,2,1,1,0,0,0.0
204,0,0,40,2,1,1,0,0,0.0
209,0,0,41,2,1,1,0,0,0.0
214,0,0,42,2,1,1,0,0,0.0
219,0,0,43,2,1,1,0,0,0.0
224,0,0,44,2,1,1,0,0,0.0
229,0,0,45,2,1,1,0,0,0.0
234,0,0,46,2,1,1,0,0,0.0
239,0,0,47,2,1,1,0,0,0.0
244,0,0,48,2,1,1,0,0,0.0
249,0,0,49,2,1,1,0,0,0.0
254,0,0,50,2,1,1,0,0,0.0
259,0,0,51,2,1,1,0,0,0.0
264,0,0,52,2,1,1,0,0,0.0
269,0,0,53,2,1,1,0,0,0.0
274,0,0,54,2,1,1,0,0,0.0
279,0,0,55,2,1,1,0,0,0.0
284,0,0,56,2,1,1,0,0,0.0
289,0,0,57,2,1,1,0,0,0.0
294,0,0,58,2,1,1,0,0,0.0
299,0,0,59,2,1,1,0,0,0.0
304,0,0,60,2,1,1,0,0,0.0
309,0,0,61,2,1,1,0,0,0.0
314,0,0,62,2,1,1,0,0,0.0
319,0,0,63,2,1,1,0,0,0.0
324,0,0,64,2,1,1,0,0,0.0
329,0,0,65,2,1,1,0,0,0.0
334,0,0,66,2,1,1,0,0,0.0
339,0,0,67,2,1,1,0,0,0.0
344,0,0,68,2,1,1,0,0,0.0
349,0,0,69,2,1,1,0,0,0.0
354,0,0,70,2,1,1,0,0,0.0
359,0,0,71,2,1,1,0,0,0.0
364,0,0,72,2,1,1,0,0,0.0
369,0,0,73,2,1,1,0,0,0.0
374,0,0,74,2,1,1,0,0,0.0
379,0,0,75,2,1,1,0,0,0.0
384,0,0,76,2,1,1,0,0,0.0
389,0,0,77,2,1,1,0,0,0.0
394,0,0,78,2,1,1,0,0,0.0
399,0,0,79,2,1,1,0,0,0.0
404,0,0,80,2,1,1,0,0,0.0
409,0,0,81,2,1,1,0,0,0.0
414,0,0,82,2,1,1,0,0,0.0
419,0,0,83,2,1,1,0,0,0.0
424,0,0,84,2,1,1,0,0,0.0
429,0,0,85,2,1,1,0,0,0.0
434,0,0,86,2,1,1,0,0,0.0
439,0,0,87,2,1,1,0,0,0.0
444,0,0,88,2,1,1,0,0,0.0
449,0,0,89,2,1,1,0,0,0.0
454,0,0,90,2,1,1,0,0,0.0
459,0,0,91,2,1,1,0,0,0.0
464,0,0,92,2,1,1,0,0,0.0
469,0,0,93,2,1,1,0,0,0.0
474,0,0,94,2,1,1,0,0,0.0
479,0,0,95,2,1,1,0,0,0.0
484,0,0,96,2,1,1,0,0,0.0
489,0,0,97,2,1,1,0,0,0.0
494,0,0,98,2,1,1,0,0,0.0
499,0,0,99,2,1,1,0,0,0.0
504,0,0,100,2,1,1,0,0,0.0
2125,1,0,1,2,1,1,0,0,0.0
2130,1,0,2,2,1,1,0,0,0.0
2135,1,0,3,2,1,1,0,0,0.0
2140,1,0,4,2,1,1,0,0,0.0
2145,1,0,5,2,1,1,0,0,0.0
2150,1,0,6,2,1,1,0,0,0.0
2155,1,0,7,2,1,1,0,0,0.0
2160,1,0,8,2,1,1,0,0,0.0
2165,1,0,9,2,1,1,0,0,0.0
2170,1,0,10,2,1,1,0,0,0.0
2175,1,0,11,2,1,1,0,0,0.0
2180,1,0,12,2,1,1,0,0,0.0
2185,1,0,13,2,1,1,0,0,0.0
2190,1,0,14,2,1,1,0,0,0.0
2195,1,0,15,2,1,1,0,0,0.0
2200,1,0,16,2,1,1,0,0,0.0
2205,1,0,17,2,1,1,0,0,0.0
2210,1,0,18,2,1,1,0,0,0.0
2215,1,0,19,2,1,1,0,0,0.0
2220,1,0,20,2,1,1,0,0,0.0
2225,1,0,21,2,1,1,0,0,0.0
2230,1,0,22,2,1,1,0,0,0.0
2235,1,0,23,2,1,1,0,0,0.0
2240,1,0,24,2,1,1,0,0,0.0
2245,1,0,25,2,1,1,0,0,0.0
2250,1,0,26,2,1,1,0,0,0.0
2255,1,0,27,2,1,1,0,0,0.0
2260,1,0,28,2,1,1,0,0,0.0
2265,1,0,29,2,1,1,0,0,0.0
2270,1,0,30,2,1,1,0,0,0.0
2275,1,0,31,2,1,1,0,0,0.0
2280,1,0,32,2,1,1,0,0,0.0
2285,1,0,33,2,1,1,0,0,0.0
2290,1,0,34,2,1,1,0,0,0.0
2295,1,0,35,2,1,1,0,0,0.0
2300,1,0,36,2,1,1,0,0,0.0
2305,1,0,37,2,1,1,0,0,0.0
2310,1,0,38,2,1,1,0,0,0.0
2315,1,0,39,2,1,1,0,0,0.0
2320,1,0,40,2,1,1,0,0,0.0
2325,1,0,41,2,1,1,0,0,0.0
2330,1,0,42,2,1,1,0,0,0.0
2335,1,0,43,2,1,1,0,0,0.0
2340,1,0,44,2,1,1,0,0,0.0
2345,1,0,45,2,1,1,0,0,0.0
2350,1,0,46,2,1,1,0,0,0.0
2355,1,0,47,2,1,1,0,0,0.0
2360,1,0,48,2,1,1,0,0,0.0
2365,1,0,49,2,1,1,0,0,0.0
2370,1,0,50,2,1,1,0,0,0.0
2375,1,0,51,2,1,1,0,0,0.0
2380,1,0,52,2,1,1,0,0,0.0
2385,1,0,53,2,1,1,0,0,0.0
2390,1,0,54,2,1,1,0,0,0.0
2395,1,0,55,2,1,1,0,0,0.0
2400,1,0,56,2,1,1,0,0,0.0
2405,1,0,57,2,1,1,0,0,0.0
2410,1,0,58,2,1,1,0,0,0.0
2415,1,0,59,2,1,1,0,0,0.0
2420,1,0,60,2,1,1,0,0,0.0
2425,1,0,61,2,1,1,0,0,0.0
2430,1,0,62,2,1,1,0,0,0.0
2435,1,0,63,2,1,1,0,0,0.0
2440,1,0,64,2,1,1,0,0,0.0
2445,1,0,65,2,1,1,0,0,0.0
2450,1,0,66,2,1,1,0,0,0.0
2455,1,0,67,2,1,1,0,0,0.0
2460,1,0,68,2,1,1,0,0,0.0
2465,1,0,69,2,1,1,0,0,0.0
2470,1,0,70,2,1,1,0,0,0.0
2475,1,0,71,2,1,1,0,0,0.0
2480,1,0,72,2,1,1,0,0,0.0
2485,1,0,73,2,1,1,0,0,0.0
2490,1,0,74,2,1,1,0,0,0.0
2495,1,0,75,2,1,1,0,0,0.0
2500,1,0,76,2,1,1,0,0,0.0
2505,1,0,77,2,1,1,0,0,0.0
2510,1,0,78,2,1,1,0,0,0.0
2515,1,0,79,2,1,1,0,0,0.0
2520,1,0,80,2,1,1,0,0,0.0
2525,1,0,81,2,1,1,0,0,0.0
2530,1,0,82,2,1,1,0,0,0.0
2535,1,0,83,2,1,1,0,0,0.0
2540,1,0,84,2,1,1,0,0,0.0
2545,1,0,85,2,1,1,0,0,0.0
2550,1,0,86,2,1,1,0,0,0.0
2555,1,0,87,2,1,1,0,0,0.0
2560,1,0,88,2,1,1,0,0,0.0
2565,1,0,89,2,1,1,0,0,0.0
2570,1,0,90,2,1,1,0,0,0.0
2575,1,0,91,2,1,1,0,0,0.0
2580,1,0,92,2,1,1,0,0,0.0
2585,1,0,93,2,1,1,0,0,0.0
2590,1,0,94,2,1,1,0,0,0.0
2595,1,0,95,2,1,1,0,0,0.0
2600,1,0,96,2,1,1,0,0,0.0
2605,1,0,97,2,1,1,0,0,0.0
2610,1,0,98,2,1,1,0,0,0.0
2615,1,0,99,2,1,1,0,0,0.0
2620,1,0,100,2,1,1,0,0,0.0
4225,2,0,2,2,1,1,0,0,0.0
4230,2,0,3,2,1,1,0,0,0.0
4235,2,0,4,2,1,1,0,0,0.0
4240,2,0,5,2,1,1,0,0,0.0
4245,2,0,6,2,1,1,0,0,0.0
4250,2,0,7,2,1,1,0,0,0.0
4255,2,0,8,2,1,1,0,0,0.0
4260,2,0,9,2,1,1,0,0,0.0
4265,2,0,10,2,1,1,0,0,0.0
4270,2,0,11,2,1,1,0,0,0.0
4275,2,0,12,2,1,1,0,0,0.0
4280,2,0,13,2,1,1,0,0,0.0
4285,2,0,14,2,1,1,0,0,0.0
4290,2,0,15,2,1,1,0,0,0.0
4295,2,0,16,2,1,1,0,0,0.0
4300,2,0,17,2,1,1,0,0,0.0
4305,2,0,18,2,1,1,0,0,0.0
4310,2,0,19,2,1,1,0,0,0.0
4315,2,0,20,2,1,1,0,0,0.0
4320,2,0,21,2,1,1,0,0,0.0
4325,2,0,22,2,1,1,0,0,0.0
4330,2,0,23,2,1,1,0,0,0.0
4335,2,0,24,2,1,1,0,0,0.0
4340,2,0,25,2,1,1,0,0,0.0
4345,2,0,26,2,1,1,0,0,0.0
4350,2,0,27,2,1,1,0,0,0.0
4355,2,0,28,2,1,1,0,0,0.0
4360,2,0,29,2,1,1,0,0,0.0
4365,2,0,30,2,1,1,0,0,0.0
4370,2,0,31,2,1,1,0,0,0.0
4375,2,0,32,2,1,1,0,0,0.0
4380,2,0,33,2,1,1,0,0,0.0
4385,2,0,34,2,1,1,0,0,0.0
4390,2,0,35,2,1,1,0,0,0.0
4395,2,0,36,2,1,1,0,0,0.0
4400,2,0,37,2,1,1,0,0,0.0
4405,2,0,38,2,1,1,0,0,0.0
4410,2,0,39,2,1,1,0,0,0.0
4415,2,0,40,2,1,1,0,0,0.0
4420,2,0,41,2,1,1,0,0,0.0
4425,2,0,42,2,1,1,0,0,0.0
4430,2,0,43,2,1,1,0,0,0.0
4435,2,0,44,2,1,1,0,0,0.0
4440,2,0,45,2,1,1,0,0,0.0
4445,2,0,46,2,1,1,0,0,0.0
4450,2,0,47,2,1,1,0,0,0.0
4455,2,0,48,2,1,1,0,0,0.0
4460,2,0,49,2,1,1,0,0,0.0
4465,2,0,50,2,1,1,0,0,0.0
4470,2,0,51,2,1,1,0,0,0.0
4475,2,0,52,2,1,1,0,0,0.0
4480,2,0,53,2,1,1,0,0,0.0
4485,2,0,54,2,1,1,0,0,0.0
4490,2,0,55,2,1,1,0,0,0.0
4495,2,0,56,2,1,1,0,0,0.0
4500,2,0,57,2,1,1,0,0,0.0
4505,2,0,58,2,1,1,0,0,0.0
4510,2,0,59,2,1,1,0,0,0.0
4515,2,0,60,2,1,1,0,0,0.0
4520,2,0,61,2,1,1,0,0,0.0
4525,2,0,62,2,1,1,0,0,0.0
4530,2,0,63,2,1,1,0,0,0.0
4535,2,0,64,2,1,1,0,0,0.0
4540,2,0,65,2,1,1,0,0,0.0
4545,2,0,66,2,1,1,0,0,0.0
4550,2,0,67,2,1,1,0,0,0.0
4555,2,0,68,2,1,1,0,0,0.0
4560,2,0,69,2,1,1,0,0,0.0
4565,2,0,70,2,1,1,0,0,0.0
4570,2,0,71,2,1,1,0,0,0.0
4575,2,0,72,2,1,1,0,0,0.0
