,N,L,N',L',S,J,T,MT,E
51388,27,2,90,2,1,1,0,0,0.0
51394,27,2,91,2,1,1,0,0,0.0
51400,27,2,92,2,1,1,0,0,0.0
51406,27,2,93,2,1,1,0,0,0.0
51412,27,2,94,2,1,1,0,0,0.0
51418,27,2,95,2,1,1,0,0,0.0
51424,27,2,96,2,1,1,0,0,0.0
51430,27,2,97,2,1,1,0,0,0.0
51436,27,2,98,2,1,1,0,0,0.0
51442,27,2,99,2,1,1,0,0,0.0
51448,27,2,100,2,1,1,0,0,0.0
52549,28,2,28,2,1,1,0,0,357.0
52555,28,2,29,2,1,1,0,0,181.3449751165
52561,28,2,30,2,1,1,0,0,0.0
52567,28,2,31,2,1,1,0,0,0.0
52573,28,2,32,2,1,1,0,0,0.0
52579,28,2,33,2,1,1,0,0,0.0
52585,28,2,34,2,1,1,0,0,0.0
52591,28,2,35,2,1,1,0,0,0.0
52597,28,2,36,2,1,1,0,0,0.0
52603,28,2,37,2,1,1,0,0,0.0
52609,28,2,38,2,1,1,0,0,0.0
52615,28,2,39,2,1,1,0,0,0.0
52621,28,2,40,2,1,1,0,0,0.0
52627,28,2,41,2,1,1,0,0,0.0
52633,28,2,42,2,1,1,0,0,0.0
52639,28,2,43,2,1,1,0,0,0.0
52645,28,2,44,2,1,1,0,0,0.0
52651,28,2,45,2,1,1,0,0,0.0
52657,28,2,46,2,1,1,0,0,0.0
52663,28,2,47,2,1,1,0,0,0.0
52669,28,2,48,2,1,1,0,0,0.0
52675,28,2,49,2,1,1,0,0,0.0
52681,28,2,50,2,1,1,0,0,0.0
52687,28,2,51,2,1,1,0,0,0.0
52693,28,2,52,2,1,1,0,0,0.0
52699,28,2,53,2,1,1,0,0,0.0
52705,28,2,54,2,1,1,0,0,0.0
52711,28,2,55,2,1,1,0,0,0.0
52717,28,2,56,2,1,1,0,0,0.0
52723,28,2,57,2,1,1,0,0,0.0
52729,28,2,58,2,1,1,0,0,0.0
52735,28,2,59,2,1,1,0,0,0.0
52741,28,2,60,2,1,1,0,0,0.0
52747,28,2,61,2,1,1,0,0,0.0
52753,28,2,62,2,1,1,0,0,0.0
52759,28,2,63,2,1,1,0,0,0.0
52765,28,2,64,2,1,1,0,0,0.0
52771,28,2,65,2,1,1,0,0,0.0
52777,28,2,66,2,1,1,0,0,0.0
52783,28,2,67,2,1,1,0,0,0.0
52789,28,2,68,2,1,1,0,0,0.0
52795,28,2,69,2,1,1,0,0,0.0
52801,28,2,70,2,1,1,0,0,0.0
52807,28,2,71,2,1,1,0,0,0.0
52813,28,2,72,2,1,1,0,0,0.0
52819,28,2,73,2,1,1,0,0,0.0
52825,28,2,74,2,1,1,0,0,0.0
52831,28,2,75,2,1,1,0,0,0.0
52837,28,2,76,2,1,1,0,0,0.0
52843,28,2,77,2,1,1,0,0,0.0
52849,28,2,78,2,1,1,0,0,0.0
52855,28,2,79,2,1,1,0,0,0.0
52861,28,2,80,2,1,1,0,0,0.0
52867,28,2,81,2,1,1,0,0,0.0
52873,28,2,82,2,1,1,0,0,0.0
52879,28,2,83,2,1,1,0,0,0.0
52885,28,2,84,2,1,1,0,0,0.0
52891,28,2,85,2,1,1,0,0,0.0
52897,28,2,86,2,1,1,0,0,0.0
52903,28,2,87,2,1,1,0,0,0.0
52909,28,2,88,2,1,1,0,0,0.0
52915,28,2,89,2,1,1,0,0,0.0
52921,28,2,90,2,1,1,0,0,0.0
52927,28,2,91,2,1,1,0,0,0.0
52933,28,2,92,2,1,1,0,0,0.0
52939,28,2,93,2,1,1,0,0,0.0
52945,28,2,94,2,1,1,0,0,0.0
52951,28,2,95,2,1,1,0,0,0.0
52957,28,2,96,2,1,1,0,0,0.0
52963,28,2,97,2,1,1,0,0,0.0
52969,28,2,98,2,1,1,0,0,0.0
52975,28,2,99,2,1,1,0,0,0.0
52981,28,2,100,2,1,1,0,0,0.0
54067,29,2,29,2,1,1,0,0,369.0
54073,29,2,30,2,1,1,0,0,187.349939952
54079,29,2,31,2,1,1,0,0,0.0
54085,29,2,32,2,1,1,0,0,0.0
54091,29,2,33,2,1,1,0,0,0.0
54097,29,2,34,2,1,1,0,0,0.0
54103,29,2,35,2,1,1,0,0,0.0
54109,29,2,36,2,1,1,0,0,0.0
54115,29,2,37,2,1,1,0,0,0.0
54121,29,2,38,2,1,1,0,0,0.0
54127,29,2,39,2,1,1,0,0,0.0
54133,29,2,40,2,1,1,0,0,0.0
54139,29,2,41,2,1,1,0,0,0.0
54145,29,2,42,2,1,1,0,0,0.0
54151,29,2,43,2,1,1,0,0,0.0
54157,29,2,44,2,1,1,0,0,0.0
54163,29,2,45,2,1,1,0,0,0.0
54169,29,2,46,2,1,1,0,0,0.0
54175,29,2,47,2,1,1,0,0,0.0
54181,29,2,48,2,1,1,0,0,0.0
54187,29,2,49,2,1,1,0,0,0.0
54193,29,2,50,2,1,1,0,0,0.0
54199,29,2,51,2,1,1,0,0,0.0
54205,29,2,52,2,1,1,0,0,0.0
54211,29,2,53,2,1,1,0,0,0.0
54217,29,2,54,2,1,1,0,0,0.0
54223,29,2,55,2,1,1,0,0,0.0
54229,29,2,56,2,1,1,0,0,0.0
54235,29,2,57,2,1,1,0,0,0.0
54241,29,2,58,2,1,1,0,0,0.0
54247,29,2,59,2,1,1,0,0,0.0
54253,29,2,60,2,1,1,0,0,0.0
54259,29,2,61,2,1,1,0,0,0.0
54265,29,2,62,2,1,1,0,0,0.0
54271,29,2,63,2,1,1,0,0,0.0
54277,29,2,64,2,1,1,0,0,0.0
54283,29,2,65,2,1,1,0,0,0.0
54289,29,2,66,2,1,1,0,0,0.0
54295,29,2,67,2,1,1,0,0,0.0
54301,29,2,68,2,1,1,0,0,0.0
54307,29,2,69,2,1,1,0,0,0.0
54313,29,2,70,2,1,1,0,0,0.0
54319,29,2,71,2,1,1,0,0,0.0
54325,29,2,72,2,1,1,0,0,0.0
54331,29,2,73,2,1,1,0,0,0.0
54337,29,2,74,2,1,1,0,0,0.0
54343,29,2,75,2,1,1,0,0,0.0
54349,29,2,76,2,1,1,0,0,0.0
54355,29,2,77,2,1,1,0,0,0.0
54361,29,2,78,2,1,1,0,0,0.0
54367,29,2,79,2,1,1,0,0,0.0
54373,29,2,80,2,1,1,0,0,0.0
54379,29,2,81,2,1,1,0,0,0.0
54385,29,2,82,2,1,1,0,0,0.0
54391,29,2,83,2,1,1,0,0,0.0
54397,29,2,84,2,1,1,0,0,0.0
54403,29,2,85,2,1,1,0,0,0.0
54409,29,2,86,2,1,1,0,0,0.0
54415,29,2,87,2,1,1,0,0,0.0
54421,29,2,88,2,1,1,0,0,0.0
54427,29,2,89,2,1,1,0,0,0.0
54433,29,2,90,2,1,1,0,0,0.0
54439,29,2,91,2,1,1,0,0,0.0
54445,29,2,92,2,1,1,0,0,0.0
54451,29,2,93,2,1,1,0,0,0.0
54457,29,2,94,2,1,1,0,0,0.0
54463,29,2,95,2,1,1,0,0,0.0
54469,29,2,96,2,1,1,0,0,0.0
54475,29,2,97,2,1,1,0,0,0.0
54481,29,2,98,2,1,1,0,0,0.0
54487,29,2,99,2,1,1,0,0,0.0
54493,29,2,100,2,1,1,0,0,0.0
55564,30,2,30,2,1,1,0,0,381.0
55570,30,2,31,2,1,1,0,0,193.3545965319
55576,30,2,32,2,1,1,0,0,0.0
55582,30,2,33,2,1,1,0,0,0.0
55588,30,2,34,2,1,1,0,0,0.0
55594,30,2,35,2,1,1,0,0,0.0
55600,30,2,36,2,1,1,0,0,0.0
55606,30,2,37,2,1,1,0,0,0.0
55612,30,2,38,2,1,1,0,0,0.0
55618,30,2,39,2,1,1,0,0,0.0
55624,30,2,40,2,1,1,0,0,0.0
55630,30,2,41,2,1,1,0,0,0.0
55636,30,2,42,2,1,1,0,0,0.0
55642,30,2,43,2,1,1,0,0,0.0
55648,30,2,44,2,1,1,0,0,0.0
55654,30,2,45,2,1,1,0,0,0.0
55660,30,2,46,2,1,1,0,0,0.0
55666,30,2,47,2,1,1,0,0,0.0
55672,30,2,48,2,1,1,0,0,0.0
55678,30,2,49,2,1,1,0,0,0.0
55684,30,2,50,2,1,1,0,0,0.0
55690,30,2,51,2,1,1,0,0,0.0
55696,30,2,52,2,1,1,0,0,0.0
55702,30,2,53,2,1,1,0,0,0.0
55708,30,2,54,2,1,1,0,0,0.0
55714,30,2,55,2,1,1,0,0,0.0
55720,30,2,56,2,1,1,0,0,0.0
55726,30,2,57,2,1,1,0,0,0.0
55732,30,2,58,2,1,1,0,0,0.0
55738,30,2,59,2,1,1,0,0,0.0
55744,30,2,60,2,1,1,0,0,0.0
55750,30,2,61,2,1,1,0,0,0.0
55756,30,2,62,2,1,1,0,0,0.0
55762,30,2,63,2,1,1,0,0,0.0
55768,30,2,64,2,1,1,0,0,0.0
55774,30,2,65,2,1,1,0,0,0.0
55780,30,2,66,2,1,1,0,0,0.0
55786,30,2,67,2,1,1,0,0,0.0
55792,30,2,68,2,1,1,0,0,0.0
55798,30,2,69,2,1,1,0,0,0.0
55804,30,2,70,2,1,1,0,0,0.0
55810,30,2,71,2,1,1,0,0,0.0
55816,30,2,72,2,1,1,0,0,0.0
55822,30,2,73,2,1,1,0,0,0.0
55828,30,2,74,2,1,1,0,0,0.0
55834,30,2,75,2,1,1,0,0,0.0
55840,30,2,76,2,1,1,0,0,0.0
55846,30,2,77,2,1,1,0,0,0.0
55852,30,2,78,2,1,1,0,0,0.0
55858,30,2,79,2,1,1,0,0,0.0
55864,30,2,80,2,1,1,0,0,0.0
55870,30,2,81,2,1,1,0,0,0.0
55876,30,2,82,2,1,1,0,0,0.0
55882,30,2,83,2,1,1,0,0,0.0
55888,30,2,84,2,1,1,0,0,0.0
55894,30,2,85,2,1,1,0,0,0.0
55900,30,2,86,2,1,1,0,0,0.0
55906,30,2,87,2,1,1,0,0,0.0
55912,30,2,88,2,1,1,0,0,0.0
55918,30,2,89,2,1,1,0,0,0.0
55924,30,2,90,2,1,1,0,0,0.0
55930,30,2,91,2,1,1,0,0,0.0
55936,30,2,92,2,1,1,0,0,0.0
55942,30,2,93,2,1,1,0,0,0.0
55948,30,2,94,2,1,1,0,0,0.0
55954,30,2,95,2,1,1,0,0,0.0
55960,30,2,96,2,1,1,0,0,0.0
55966,30,2,97,2,1,1,0,0,0.0
55972,30,2,98,2,1,1,0,0,0.0
55978,30,2,99,2,1,1,0,0,0.0
55984,30,2,100,2,1,1,0,0,0.0
57040,31,2,31,2,1,1,0,0,393.0
57046,31,2,32,2,1,1,0,0,199.35897271
57052,31,2,33,2,1,1,0,0,0.0
57058,31,2,34,2,1,1,0,0,0.0
57064,31,2,35,2,1,1,0,0,0.0
57070,31,2,36,2,1,1,0,0,0.0
57076,31,2,37,2,1,1,0,0,0.0
57082,31,2,38,2,1,1,0,0,0.0
57088,31,2,39,2,1,1,0,0,0.0
57094,31,2,40,2,1,1,0,0,0.0
57100,31,2,41,2,1,1,0,0,0.0
57106,31,2,42,2,1,1,0,0,0.0
57112,31,2,43,2,1,1,0,0,0.0
57118,31,2,44,2,1,1,0,0,0.0
57124,31,2,45,2,1,1,0,0,0.0
57130,31,2,46,2,1,1,0,0,0.0
57136,31,2,47,2,1,1,0,0,0.0
57142,31,2,48,2,1,1,0,0,0.0
57148,31,2,49,2,1,1,0,0,0.0
57154,31,2,50,2,1,1,0,0,0.0
57160,31,2,51,2,1,1,0,0,0.0
57166,31,2,52,2,1,1,0,0,0.0
57172,31,2,53,2,1,1,0,0,0.0
57178,31,2,54,2,1,1,0,0,0.0
57184,31,2,55,2,1,1,0,0,0.0
57190,31,2,56,2,1,1,0,0,0.0
57196,31,2,57,2,1,1,0,0,0.0
57202,31,2,58,2,1,1,0,0,0.0
57208,31,2,59,2,1,1,0,0,0.0
57214,31,2,60,2,1,1,0,0,0.0
57220,31,2,61,2,1,1,0,0,0.0
57226,31,2,62,2,1,1,0,0,0.0
57232,31,2,63,2,1,1,0,0,0.0
57238,31,2,64,2,1,1,0,0,0.0
57244,31,2,65,2,1,1,0,0,0.0
57250,31,2,66,2,1,1,0,0,0.0
57256,31,2,67,2,1,1,0,0,0.0
57262,31,2,68,2,1,1,0,0,0.0
57268,31,2,69,2,1,1,0,0,0.0
57274,31,2,70,2,1,1,0,0,0.0
57280,31,2,71,2,1,1,0,0,0.0
57286,31,2,72,2,1,1,0,0,0.0
57292,31,2,73,2,1,1,0,0,0.0
57298,31,2,74,2,1,1,0,0,0.0
57304,31,2,75,2,1,1,0,0,0.0
57310,31,2,76,2,1,1,0,0,0.0
57316,31,2,77,2,1,1,0,0,0.0
57322,31,2,78,2,1,1,0,0,0.0
57328,31,2,79,2,1,1,0,0,0.0
57334,31,2,80,2,1,1,0,0,0.0
57340,31,2,81,2,1,1,0,0,0.0
57346,31,2,82,2,1,1,0,0,0.0
57352,31,2,83,2,1,1,0,0,0.0
57358,31,2,84,2,1,1,0,0,0.0
57364,31,2,85,2,1,1,0,0,0.0
57370,31,2,86,2,1,1,0,0,0.0
57376,31,2,87,2,1,1,0,0,0.0
57382,31,2,88,2,1,1,0,0,0.0
57388,31,2,89,2,1,1,0,0,0.0
57394,31,2,90,2,1,1,0,0,0.0
57400,31,2,91,2,1,1,0,0,0.0
57406,31,2,92,2,1,1,0,0,0.0
57412,31,2,93,2,1,1,0,0,0.0
57418,31,2,94,2,1,1,0,0,0.0
57424,31,2,95,2,1,1,0,0,0.0
57430,31,2,96,2,1,1,0,0,0.0
57436,31,2,97,2,1,1,0,0,0.0
57442,31,2,98,2,1,1,0,0,0.0
57448,31,2,99,2,1,1,0,0,0.0
57454,31,2,100,2,1,1,0,0,0.0
58495,32,2,32,2,1,1,0,0,405.0
58501,32,2,33,2,1,1,0,0,205.3630930815
58507,32,2,34,2,1,1,0,0,0.0
58513,32,2,35,2,1,1,0,0,0.0
58519,32,2,36,2,1,1,0,0,0.0
58525,32,2,37,2,1,1,0,0,0.0
58531,32,2,38,2,1,1,0,0,0.0
58537,32,2,39,2,1,1,0,0,0.0
58543,32,2,40,2,1,1,0,0,0.0
58549,32,2,41,2,1,1,0,0,0.0
58555,32,2,42,2,1,1,0,0,0.0
58561,32,2,43,2,1,1,0,0,0.0
58567,32,2,44,2,1,1,0,0,0.0
58573,32,2,45,2,1,1,0,0,0.0
58579,32,2,46,2,1,1,0,0,0.0
58585,32,2,47,2,1,1,0,0,0.0
58591,32,2,48,2,1,1,0,0,0.0
58597,32,2,49,2,1,1,0,0,0.0
58603,32,2,50,2,1,1,0,0,0.0
58609,32,2,51,2,1,1,0,0,0.0
58615,32,2,52,2,1,1,0,0,0.0
58621,32,2,53,2,1,1,0,0,0.0
58627,32,2,54,2,1,1,0,0,0.0
58633,32,2,55,2,1,1,0,0,0.0
58639,32,2,56,2,1,1,0,0,0.0
58645,32,2,57,2,1,1,0,0,0.0
58651,32,2,58,2,1,1,0,0,0.0
58657,32,2,59,2,1,1,0,0,0.0
58663,32,2,60,2,1,1,0,0,0.0
58669,32,2,61,2,1,1,0,0,0.0
58675,32,2,62,2,1,1,0,0,0.0
58681,32,2,63,2,1,1,0,0,0.0
58687,32,2,64,2,1,1,0,0,0.0
58693,32,2,65,2,1,1,0,0,0.0
58699,32,2,66,2,1,1,0,0,0.0
58705,32,2,67,2,1,1,0,0,0.0
58711,32,2,68,2,1,1,0,0,0.0
58717,32,2,69,2,1,1,0,0,0.0
58723,32,2,70,2,1,1,0,0,0.0
58729,32,2,71,2,1,1,0,0,0.0
58735,32,2,72,2,1,1,0,0,0.0
58741,32,2,73,2,1,1,0,0,0.0
58747,32,2,74,2,1,1,0,0,0.0
58753,32,2,75,2,1,1,0,0,0.0
58759,32,2,76,2,1,1,0,0,0.0
58765,32,2,77,2,1,1,0,0,0.0
58771,32,2,78,2,1,1,0,0,0.0
58777,32,2,79,2,1,1,0,0,0.0
58783,32,2,80,2,1,1,0,0,0.0
58789,32,2,81,2,1,1,0,0,0.0
58795,32,2,82,2,1,1,0,0,0.0
58801,32,2,83,2,1,1,0,0,0.0
58807,32,2,84,2,1,1,0,0,0.0
58813,32,2,85,2,1,1,0,0,0.0
58819,32,2,86,2,1,1,0,0,0.0
58825,32,2,87,2,1,1,0,0,0.0
58831,32,2,88,2,1,1,0,0,0.0
58837,32,2,89,2,1,1,0,0,0.0
58843,32,2,90,2,1,1,0,0,0.0
58849,32,2,91,2,1,1,0,0,0.0
58855,32,2,92,2,1,1,0,0,0.0
58861,32,2,93,2,1,1,0,0,0.0
58867,32,2,94,2,1,1,0,0,0.0
58873,32,2,95,2,1,1,0,0,0.0
58879,32,2,96,2,1,1,0,0,0.0
58885,32,2,97,2,1,1,0,0,0.0
58891,32,2,98,2,1,1,0,0,0.0
58897,32,2,99,2,1,1,0,0,0.0
58903,32,2,100,2,1,1,0,0,0.0
59929,33,2,33,2,1,1,0,0,417.0
59935,33,2,34,2,1,1,0,0,211.3669794457
59941,33,2,35,2,1,1,0,0,0.0
59947,33,2,36,2,1,1,0,0,0.0
59953,33,2,37,2,1,1,0,0,0.0
59959,33,2,38,2,1,1,0,0,0.0
59965,33,2,39,2,1,1,0,0,0.0
59971,33,2,40,2,1,1,0,0,0.0
59977,33,2,41,2,1,1,0,0,0.0
59983,33,2,42,2,1,1,0,0,0.0
59989,33,2,43,2,1,1,0,0,0.0
59995,33,2,44,2,1,1,0,0,0.0
60001,33,2,45,2,1,1,0,0,0.0
60007,33,2,46,2,1,1,0,0,0.0
60013,33,2,47,2,1,1,0,0,0.0
60019,33,2,48,2,1,1,0,0,0.0
60025,33,2,49,2,1,1,0,0,0.0
60031,33,2,50,2,1,1,0,0,0.0
60037,33,2,51,2,1,1,0,0,0.0
60043,33,2,52,2,1,1,0,0,0.0
60049,33,2,53,2,1,1,0,0,0.0
60055,33,2,54,2,1,1,0,0,0.0
60061,33,2,55,2,1,1,0,0,0.0
60067,33,2,56,2,1,1,0,0,0.0
60073,33,2,57,2,1,1,0,0,0.0
60079,33,2,58,2,1,1,0,0,0.0
60085,33,2,59,2,1,1,0,0,0.0
60091,33,2,60,2,1,1,0,0,0.0
60097,33,2,61,2,1,1,0,0,0.0
60103,33,2,62,2,1,1,0,0,0.0
60109,33,2,63,2,1,1,0,0,0.0
60115,33,2,64,2,1,1,0,0,0.0
60121,33,2,65,2,1,1,0,0,0.0
60127,33,2,66,2,1,1,0,0,0.0
60133,33,2,67,2,1,1,0,0,0.0
60139,33,2,68,2,1,1,0,0,0.0
60145,33,2,69,2,1,1,0,0,0.0
60151,33,2,70,2,1,1,0,0,0.0
60157,33,2,71,2,1,1,0,0,0.0
60163,33,2,72,2,1,1,0,0,0.0
60169,33,2,73,2,1,1,0,0,0.0
60175,33,2,74,2,1,1,0,0,0.0
60181,33,2,75,2,1,1,0,0,0.0
60187,33,2,76,2,1,1,0,0,0.0
60193,33,2,77,2,1,1,0,0,0.0
60199,33,2,78,2,1,1,0,0,0.0
60205,33,2,79,2,1,1,0,0,0.0
60211,33,2,80,2,1,1,0,0,0.0
60217,33,2,81,2,1,1,0,0,0.0
60223,33,2,82,2,1,1,0,0,0.0
60229,33,2,83,2,1,1,0,0,0.0
60235,33,2,84,2,1,1,0,0,0.0
60241,33,2,85,2,1,1,0,0,0.0
60247,33,2,86,2,1,1,0,0,0.0
60253,33,2,87,2,1,1,0,0,0.0
60259,33,2,88,2,1,1,0,0,0.0
60265,33,2,89,2,1,1,0,0,0.0
60271,33,2,90,2,1,1,0,0,0.0
60277,33,2,91,2,1,1,0,0,0.0
60283,33,2,92,2,1,1,0,0,0.0
60289,33,2,93,2,1,1,0,0,0.0
60295,33,2,94,2,1,1,0,0,0.0
60301,33,2,95,2,1,1,0,0,0.0
60307,33,2,96,2,1,1,0,0,0.0
60313,33,2,97,2,1,1,0,0,0.0
60319,33,2,98,2,1,1,0,0,0.0
60325,33,2,99,2,1,1,0,0,0.0
60331,33,2,100,2,1,1,0,0,0.0
61342,34,2,34,2,1,1,0,0,429.0
61348,34,2,35,2,1,1,0,0,217.3706511928
61354,34,2,36,2,1,1,0,0,0.0
61360,34,2,37,2,1,1,0,0,0.0
61366,34,2,38,2,1,1,0,0,0.0
61372,34,2,39,2,1,1,0,0,0.0
61378,34,2,40,2,1,1,0,0,0.0
61384,34,2,41,2,1,1,0,0,0.0
61390,34,2,42,2,1,1,0,0,0.0
61396,34,2,43,2,1,1,0,0,0.0
61402,34,2,44,2,1,1,0,0,0.0
61408,34,2,45,2,1,1,0,0,0.0
61414,34,2,46,2,1,1,0,0,0.0
61420,34,2,47,2,1,1,0,0,0.0
61426,34,2,48,2,1,1,0,0,0.0
61432,34,2,49,2,1,1,0,0,0.0
61438,34,2,50,2,1,1,0,0,0.0
61444,34,2,51,2,1,1,0,0,0.0
61450,34,2,52,2,1,1,0,0,0.0
61456,34,2,53,2,1,1,0,0,0.0
61462,34,2,54,2,1,1,0,0,0.0
61468,34,2,55,2,1,1,0,0,0.0
61474,34,2,56,2,1,1,0,0,0.0
61480,34,2,57,2,1,1,0,0,0.0
61486,34,2,58,2,1,1,0,0,0.0
61492,34,2,59,2,1,1,0,0,0.0
61498,34,2,60,2,1,1,0,0,0.0
61504,34,2,61,2,1,1,0,0,0.0
61510,34,2,62,2,1,1,0,0,0.0
61516,34,2,63,2,1,1,0,0,0.0
61522,34,2,64,2,1,1,0,0,0.0
61528,34,2,65,2,1,1,0,0,0.0
61534,34,2,66,2,1,1,0,0,0.0
61540,34,2,67,2,1,1,0,0,0.0
61546,34,2,68,2,1,1,0,0,0.0
61552,34,2,69,2,1,1,0,0,0.0
61558,34,2,70,2,1,1,0,0,0.0
61564,34,2,71,2,1,1,0,0,0.0
61570,34,2,72,2,1,1,0,0,0.0
61576,34,2,73,2,1,1,0,0,0.0
61582,34,2,74,2,1,1,0,0,0.0
61588,34,2,75,2,1,1,0,0,0.0
61594,34,2,76,2,1,1,0,0,0.0
61600,34,2,77,2,1,1,0,0,0.0
61606,34,2,78,2,1,1,0,0,0.0
61612,34,2,79,2,1,1,0,0,0.0
61618,34,2,80,2,1,1,0,0,0.0
61624,34,2,81,2,1,1,0,0,0.0
61630,34,2,82,2,1,1,0,0,0.0
61636,34,2,83,2,1,1,0,0,0.0
61642,34,2,84,2,1,1,0,0,0.0
61648,34,2,85,2,1,1,0,0,0.0
61654,34,2,86,2,1,1,0,0,0.0
61660,34,2,87,2,1,1,0,0,0.0
61666,34,2,88,2,1,1,0,0,0.0
61672,34,2,89,2,1,1,0,0,0.0
61678,34,2,90,2,1,1,0,0,0.0
61684,34,2,91,2,1,1,0,0,0.0
61690,34,2,92,2,1,1,0,0,0.0
61696,34,2,93,2,1,1,0,0,0.0
61702,34,2,94,2,1,1,0,0,0.0
61708,34,2,95,2,1,1,0,0,0.0
61714,34,2,96,2,1,1,0,0,0.0
61720,34,2,97,2,1,1,0,0,0.0
61726,34,2,98,2,1,1,0,0,0.0
61732,34,2,99,2,1,1,0,0,0.0
61738,34,2,100,2,1,1,0,0,0.0
62734,35,2,35,2,1,1,0,0,441.0
62740,35,2,36,2,1,1,0,0,223.3741256278
62746,35,2,37,2,1,1,0,0,0.0
62752,35,2,38,2,1,1,0,0,0.0
62758,35,2,39,2,1,1,0,0,0.0
62764,35,2,40,2,1,1,0,0,0.0
62770,35,2,41,2,1,1,0,0,0.0
62776,35,2,42,2,1,1,0,0,0.0
62782,35,2,43,2,1,1,0,0,0.0
62788,35,2,44,2,1,1,0,0,0.0
62794,35,2,45,2,1,1,0,0,0.0
62800,35,2,46,2,1,1,0,0,0.0
62806,35,2,47,2,1,1,0,0,0.0
62812,35,2,48,2,1,1,0,0,0.0
62818,35,2,49,2,1,1,0,0,0.0
62824,35,2,50,2,1,1,0,0,0.0
62830,35,2,51,2,1,1,0,0,0.0
62836,35,2,52,2,1,1,0,0,0.0
62842,35,2,53,2,1,1,0,0,0.0
62848,35,2,54,2,1,1,0,0,0.0
62854,35,2,55,2,1,1,0,0,0.0
62860,35,2,56,2,1,1,0,0,0.0
62866,35,2,57,2,1,1,0,0,0.0
62872,35,2,58,2,1,1,0,0,0.0
62878,35,2,59,2,1,1,0,0,0.0
62884,35,2,60,2,1,1,0,0,0.0
62890,35,2,61,2,1,1,0,0,0.0
62896,35,2,62,2,1,1,0,0,0.0
62902,35,2,63,2,1,1,0,0,0.0
62908,35,2,64,2,1,1,0,0,0.0
62914,35,2,65,2,1,1,0,0,0.0
62920,35,2,66,2,1,1,0,0,0.0
62926,35,2,67,2,1,1,0,0,0.0
62932,35,2,68,2,1,1,0,0,0.0
62938,35,2,69,2,1,1,0,0,0.0
62944,35,2,70,2,1,1,0,0,0.0
62950,35,2,71,2,1,1,0,0,0.0
62956,35,2,72,2,1,1,0,0,0.0
62962,35,2,73,2,1,1,0,0,0.0
62968,35,2,74,2,1,1,0,0,0.0
62974,35,2,75,2,1,1,0,0,0.0
62980,35,2,76,2,1,1,0,0,0.0
62986,35,2,77,2,1,1,0,0,0.0
62992,35,2,78,2,1,1,0,0,0.0
62998,35,2,79,2,1,1,0,0,0.0
63004,35,2,80,2,1,1,0,0,0.0
63010,35,2,81,2,1,1,0,0,0.0
63016,35,2,82,2,1,1,0,0,0.0
63022,35,2,83,2,1,1,0,0,0.0
63028,35,2,84,2,1,1,0,0,0.0
63034,35,2,85,2,1,1,0,0,0.0
63040,35,2,86,2,1,1,0,0,0.0
63046,35,2,87,2,1,1,0,0,0.0
63052,35,2,88,2,1,1,0,0,0.0
63058,35,2,89,2,1,1,0,0,0.0
63064,35,2,90,2,1,1,0,0,0.0
63070,35,2,91,2,1,1,0,0,0.0
63076,35,2,92,2,1,1,0,0,0.0
63082,35,2,93,2,1,1,0,0,0.0
63088,35,2,94,2,1,1,0,0,0.0
63094,35,2,95,2,1,1,0,0,0.0
63100,35,2,96,2,1,1,0,0,0.0
63106,35,2,97,2,1,1,0,0,0.0
63112,35,2,98,2,1,1,0,0,0.0
63118,35,2,99,2,1,1,0,0,0.0
63124,35,2,100,2,1,1,0,0,0.0
64105,36,2,36,2,1,1,0,0,453.0
64111,36,2,37,2,1,1,0,0,229.3774182434
64117,36,2,38,2,1,1,0,0,0.0
64123,36,2,39,2,1,1,0,0,0.0
64129,36,2,40,2,1,1,0,0,0.0
64135,36,2,41,2,1,1,0,0,0.0
64141,36,2,42,2,1,1,0,0,0.0
64147,36,2,43,2,1,1,0,0,0.0
64153,36,2,44,2,1,1,0,0,0.0
64159,36,2,45,2,1,1,0,0,0.0
64165,36,2,46,2,1,1,0,0,0.0
64171,36,2,47,2,1,1,0,0,0.0
64177,36,2,48,2,1,1,0,0,0.0
64183,36,2,49,2,1,1,0,0,0.0
64189,36,2,50,2,1,1,0,0,0.0
64195,36,2,51,2,1,1,0,0,0.0
64201,36,2,52,2,1,1,0,0,0.0
64207,36,2,53,2,1,1,0,0,0.0
64213,36,2,54,2,1,1,0,0,0.0
64219,36,2,55,2,1,1,0,0,0.0
64225,36,2,56,2,1,1,0,0,0.0
64231,36,2,57,2,1,1,0,0,0.0
64237,36,2,58,2,1,1,0,0,0.0
64243,36,2,59,2,1,1,0,0,0.0
64249,36,2,60,2,1,1,0,0,0.0
64255,36,2,61,2,1,1,0,0,0.0
64261,36,2,62,2,1,1,0,0,0.0
64267,36,2,63,2,1,1,0,0,0.0
64273,36,2,64,2,1,1,0,0,0.0
64279,36,2,65,2,1,1,0,0,0.0
64285,36,2,66,2,1,1,0,0,0.0
64291,36,2,67,2,1,1,0,0,0.0
64297,36,2,68,2,1,1,0,0,0.0
64303,36,2,69,2,1,1,0,0,0.0
64309,36,2,70,2,1,1,0,0,0.0
64315,36,2,71,2,1,1,0,0,0.0
64321,36,2,72,2,1,1,0,0,0.0
64327,36,2,73,2,1,1,0,0,0.0
64333,36,2,74,2,1,1,0,0,0.0
